3/23/2015 19:54,/home/shaivi/TextEditor/fun1.py,High Priority
3/23/2015 19:55,/home/shaivi/TextEditor/function.py,Medium Priority
3/23/2015 20:26,/home/shaivi/TextEditor/main.py,High Priority
